--------- beginning of main
08-06 19:05:07.110 29479 29882 I PATCH   : PackageManagerHook: package_info: PackageInfo{3aa7c2b com.instagram.android}, package_name: com.instagram.android, flags: 0
08-06 19:05:07.110 29479 29882 I PATCH   : PackageManagerHook: package_info: PackageInfo{414534 com.instagram.android}, package_name: com.instagram.android, flags: 134217728
08-06 19:05:09.682 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{a1ca2ee com.instagram.android}, package_name: com.instagram.android, flags: 0
08-06 19:05:09.690 29479 29511 I PATCH   : PackageManagerHook: package_info: PackageInfo{cb3fffa com.facebook.appmanager}, package_name: com.facebook.appmanager, flags: 192
08-06 19:05:09.692 29479 29511 I PATCH   : PackageManagerHook: package_info: PackageInfo{1e07808 com.facebook.system}, package_name: com.facebook.system, flags: 4288
08-06 19:05:09.716 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{ec6e587 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:09.737 29479 29511 I PATCH   : PackageManagerHook: package_info: PackageInfo{2090cb4 com.facebook.services}, package_name: com.facebook.services, flags: 192
08-06 19:05:09.806 29479 30011 I PATCH   : PackageManagerHook: package_info: PackageInfo{556de95 com.android.vending}, package_name: com.android.vending, flags: 64
08-06 19:05:09.990 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{ec6e587 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:10.536 29479 29744 I PATCH   : PackageManagerHook: package_info: PackageInfo{ec6e587 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:11.383 29479 30086 I PATCH   : PackageManagerHook: package_info: PackageInfo{ec6e587 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:11.385 29479 30086 I PATCH   : PackageManagerHook: package_info: PackageInfo{aa041c9 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:05:11.385 29479 30086 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:11.385 29479 30086 I PATCH   : PackageManagerHook: package_info: PackageInfo{aa041c9 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:05:11.385 29479 30086 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:11.450 29479 29511 I PATCH   : PackageManagerHook: package_info: PackageInfo{ee99960 com.android.vending}, package_name: com.android.vending, flags: 8256
08-06 19:05:11.451 29479 29511 I PATCH   : PackageManagerHook: package_info: PackageInfo{6afbede com.google.android.gms}, package_name: com.google.android.gms, flags: 64
08-06 19:05:12.928 29479 30095 I PATCH   : PackageManagerHook: package_info: PackageInfo{8bbb556 com.facebook.appmanager}, package_name: com.facebook.appmanager, flags: 192
08-06 19:05:12.929 29479 30095 I PATCH   : PackageManagerHook: package_info: PackageInfo{fb099d7 com.facebook.system}, package_name: com.facebook.system, flags: 4288
08-06 19:05:12.938 29479 30095 I PATCH   : PackageManagerHook: package_info: PackageInfo{8bbb556 com.facebook.appmanager}, package_name: com.facebook.appmanager, flags: 192
08-06 19:05:12.938 29479 30094 I PATCH   : PackageManagerHook: package_info: PackageInfo{8bbb556 com.facebook.appmanager}, package_name: com.facebook.appmanager, flags: 192
08-06 19:05:12.938 29479 30094 I PATCH   : PackageManagerHook: package_info: PackageInfo{fb099d7 com.facebook.system}, package_name: com.facebook.system, flags: 4288
08-06 19:05:12.951 29479 30094 I PATCH   : PackageManagerHook: package_info: PackageInfo{8bbb556 com.facebook.appmanager}, package_name: com.facebook.appmanager, flags: 192
08-06 19:05:17.420 29479 29479 I PATCH   : PackageManagerHook: package_info: PackageInfo{8a7c710 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:18.391 29479 29630 I PATCH   : PackageManagerHook: package_info: PackageInfo{b6a64fb com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:05:18.391 29479 29630 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:25.353 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{7a4b3e3 com.whatsapp}, package_name: com.whatsapp, flags: 1
08-06 19:05:25.588 29479 29867 I PATCH   : PackageManagerHook: package_info: PackageInfo{d7eb104 com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:05:25.589 29479 29867 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:26.144 29479 30629 I PATCH   : PackageManagerHook: package_info: PackageInfo{9f35e32 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:26.163 29479 30629 I PATCH   : PackageManagerHook: package_info: PackageInfo{9f35e32 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:26.189 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{efbcd00 com.facebook.lite}, package_name: com.facebook.lite, flags: 134217728
08-06 19:05:26.204 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{7ac7939 com.facebook.orca}, package_name: com.facebook.orca, flags: 134217728
08-06 19:05:26.208 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{c752b7e com.instagram.android}, package_name: com.instagram.android, flags: 134217728
08-06 19:05:26.211 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{29818df com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:05:26.211 29479 29939 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:26.215 29479 30629 I PATCH   : PackageManagerHook: package_info: PackageInfo{9f35e32 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:26.215 29479 29939 I PATCH   : PackageManagerHook: package_info: PackageInfo{29818df com.whatsapp}, package_name: com.whatsapp, flags: 134217728
08-06 19:05:26.215 29479 29939 I PATCH   : PackageManagerHook: Replacing package info...
08-06 19:05:26.777 29479 30629 I PATCH   : PackageManagerHook: package_info: PackageInfo{9f35e32 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:26.822 29479 30629 I PATCH   : PackageManagerHook: package_info: PackageInfo{9f35e32 com.whatsapp}, package_name: com.whatsapp, flags: 0
08-06 19:05:26.861 29479 30629 I PATCH   : PackageManagerHook: package_info: PackageInfo{9f35e32 com.whatsapp}, package_name: com.whatsapp, flags: 0
